,entname,idom_num,idom_numlabel
192,81d2bbc167f0daf534b947719f6d78ee,5,域名知识产权多
193,4b50946521d3795ec0f92c17fa608ae2,1,域名知识产权少
194,8dd80b5afe3dd58f6bee2a23d4e0ffc3,2,域名知识产权中等
195,c959433a0fdbe3b7c5ab028c805173a0,3,域名知识产权中等
196,1e4dd5b9c33beaa9b56aef1f11ab5a6b,1,域名知识产权少
197,fcce2cf0ec9b76a27d754446b6ddb498,5,域名知识产权多
198,1666f923da365a212fe93d5032373fc6,1,域名知识产权少
199,810ea37c93c20f9035b50a3266262b4a,1,域名知识产权少
200,088f192c50125943986f28205eae94d9,1,域名知识产权少
201,ba44d60e0fb63ba18b5787ffeeab7581,2,域名知识产权中等
202,936b2d21d9a1e068f783718e050abab3,1,域名知识产权少
203,e9185c3fca156a4e2a0f183339f65eff,1,域名知识产权少
204,da018dda0cb0a456502ccbcd77951839,5,域名知识产权多
205,1864011bcbe22669454879d853a06254,1,域名知识产权少
206,5a838475234c924d2e679b96b9cb78da,1,域名知识产权少
207,ef0fbedb56e247beaa9150ab120382e1,1,域名知识产权少
208,7d52b1239b1e16fe58d19ec7a615eef1,3,域名知识产权中等
209,6460780b937416fe8eb49eb4285a6b52,1,域名知识产权少
210,1cd2b00a78973375fc8877e6fd55341f,2,域名知识产权中等
211,9fbf93bf176eba26d52a2b83378fd17f,3,域名知识产权中等
212,80b5b70de8333b29a45e244985d2e135,1,域名知识产权少
213,2850b86af2613eff1297f5f10b58a34c,2,域名知识产权中等
214,ce62400b28f5f097070e6afede68d321,1,域名知识产权少
215,078b5b3d130f15d984a522efa49c8356,1,域名知识产权少
216,91317ecb9b3b6bb99770079da2083f1f,1,域名知识产权少
217,8bb4e2ef3f504580f36e8a4c95f42bff,1,域名知识产权少
218,e946521fc711dd2f7b5deee859e10ef8,2,域名知识产权中等
219,e3ea21adfe13efef87f3f54fa7747320,1,域名知识产权少
220,daf077377138c41eee2f0d0d45ca86d2,3,域名知识产权中等
221,fb2937c48396f98cb52a0ab763e935eb,1,域名知识产权少
222,39a302fac866fbf46fb79d1024845fc1,1,域名知识产权少
223,62557531a4048459e8d9178fd7e5c54e,4,域名知识产权多
224,d784d0e75a65faca88df32f0705a5161,1,域名知识产权少
225,f23220eb40ea647b4a1f4de174a5dc80,1,域名知识产权少
226,5049bf1425c6ae35b3e41c0cdbf55fd9,1,域名知识产权少
227,ddcea9f8b8253dc254f11bfaa5f23c64,1,域名知识产权少
228,8efb194fad9e93b11fa5be2bd25c2028,2,域名知识产权中等
229,323bd2f4c333f29c68fd8dd1b6ddffa0,1,域名知识产权少
230,e80b2e05cf6076015d4f1215ed9a1385,1,域名知识产权少
231,77554d08e8f21b54d3ac80c66c80a2f2,1,域名知识产权少
232,4286bb4f899982ff539604409b7d7527,2,域名知识产权中等
233,2422828be8e096ef85ce19447760a116,4,域名知识产权多
234,b98d8abc6ff20cda1957278af11fc5b1,1,域名知识产权少
235,c33d4c7ae149ce0ffd28ebb2eb292786,2,域名知识产权中等
236,25ea70817c17ae10178eab2137948798,1,域名知识产权少
237,eaf026bd478a45732c4c171cc5deac77,2,域名知识产权中等
238,4e227e0e5ba3f9f5a74368972711d22d,1,域名知识产权少
239,45b3e8eb253d4d22aaff515a8e60d3a5,1,域名知识产权少
240,944445ac9bb9ad8c1feaa248450820f7,2,域名知识产权中等
241,058e33bc7c193202dea894b66c030fca,1,域名知识产权少
242,c07b66427a08dc79cbbe21aabb39dce5,1,域名知识产权少
243,8a5f6f40863eade9f5bde2b8e4517885,1,域名知识产权少
244,d62a4770f4ed95f1ad5556eeac3b9ed8,1,域名知识产权少
245,2d044330786dd55132b88c90044082b4,1,域名知识产权少
246,c420534818f6c88a576fa35dd265575f,1,域名知识产权少
247,752878a90a1fc864ba9ca57c23d9dd68,1,域名知识产权少
248,cf080147174dce2d13c2cb08aab43de3,1,域名知识产权少
249,d9c7d4615591a784a25f11e3b2db5739,1,域名知识产权少
250,f0f8b05e2ee173f18ede7fa2bad0f371,2,域名知识产权中等
251,8c9eeb8d1eb49d93f5e56f24f78360c5,1,域名知识产权少
252,9509c68742e3251eaa39355a931d87a3,1,域名知识产权少
253,c515ffae84ec6542b8971f5f86ecd91e,1,域名知识产权少
254,71c1c3555f8df9d1faf53c684c60fec5,2,域名知识产权中等
255,8dfa846dfa1b24b9fdd768dc12f1faac,1,域名知识产权少
256,633e39e32ffbfe2927233c25a987b59d,1,域名知识产权少
257,55a4a6303a46cf0495387c6032ca1b98,1,域名知识产权少
258,379cf980a1786c5bf053276e85fc688a,1,域名知识产权少
259,92afd848e8ea472657171dca0060e8f3,1,域名知识产权少
260,7860afbe5eaec332620bad27af5a283a,1,域名知识产权少
261,16cd1aa03689d3b949ad1e3846d187ee,2,域名知识产权中等
262,72f4546323e05ba2cc89883a12963271,1,域名知识产权少
263,19cddf4717130b053561509f99652b2f,1,域名知识产权少
264,f8484d8e22ddae737143aa6b0629819b,2,域名知识产权中等
265,dc078e20f0a892797ca21b2aebeeeb68,1,域名知识产权少
266,8d370fea35c0e14d0c62a198a2a125e7,1,域名知识产权少
267,cf8bbbf14c5c9f63e1f0200bbad993be,1,域名知识产权少
268,1f9cdd2109d6a4dc645d2beb8a004638,1,域名知识产权少
269,2574bd628f81f5ec89ed260304ba4800,2,域名知识产权中等
270,f3a6c4183d0935d34a55f7bb50c1a60c,1,域名知识产权少
271,76069b134f23aafdb3ca196e31b2d997,1,域名知识产权少
272,0ca22f8e976c1e846e5da969fd868ad6,1,域名知识产权少
273,46fb38c1d4388200f288945d8b54c4e3,3,域名知识产权中等
274,c0e837f6380585622f2bfffaba876a6d,3,域名知识产权中等
275,dd74a7db54a7e645fd13ac64261af49b,1,域名知识产权少
276,4f1fd26bef588d6d9f97eaaf4d812324,1,域名知识产权少
277,b68d915c665030a4475bef067e2e322c,2,域名知识产权中等
278,273b6203d3324946b922fac67e13ebdc,1,域名知识产权少
279,1dff5e62f4e88dbec2dedfdc8ae2e174,2,域名知识产权中等
280,a3ba5916a3fe32eae47af71eb1d83309,1,域名知识产权少
281,5dcb486c3b0205e55199d8c33c77b2d8,1,域名知识产权少
282,e17ecb705a6e40a73da27b7c8f7e227c,2,域名知识产权中等
283,63be1799cfe8760daeae178706a29ddd,2,域名知识产权中等
284,80479b72959be7da11cfb02807b0b298,3,域名知识产权中等
285,999b75fd8f688de4b9d9c2c14b298b81,3,域名知识产权中等
286,057230383f8fbdf358578379baa966c2,1,域名知识产权少
287,d86f399c20c597ee3b9666927e05d92d,3,域名知识产权中等
288,6bd4353074e616bbb60410a3cebbe0c4,4,域名知识产权多
289,f17abaa4a2b46c47f970dae463632a73,1,域名知识产权少
290,926278a728be1419bd4c9ab512967e88,1,域名知识产权少
291,9ecdee63d397cf12c78710ec95c56c74,1,域名知识产权少
292,a41afb4033167b34a06388a35c6fdb93,2,域名知识产权中等
293,143f84a3663c12d860c0e75e4fcb9b84,1,域名知识产权少
294,ba914d42a10e59e6db3876b9545db30f,1,域名知识产权少
295,cce7d2a32d21034814b7ba0d9444df22,4,域名知识产权多
296,042c28228524b6a18009ca9e3fbb6f89,3,域名知识产权中等
297,e5cc00145f075db791fe1aa57e89d879,1,域名知识产权少
298,51c2ba42353da17c11958fa7d7daf95f,3,域名知识产权中等
299,fd9f26bdc22192354f6ac01336ded8ff,1,域名知识产权少
300,ea6da6164d29f3795604e240027a7858,1,域名知识产权少
301,6ce39c025f2fcb03335e4ad9efe7f6f2,4,域名知识产权多
302,a175058b3704af61d7593792b0fd0d65,1,域名知识产权少
303,d97153d532449ef47ba8cfc5ecad842a,1,域名知识产权少
304,8c173e3d35f5ff1442e5a848f8b691f2,1,域名知识产权少
305,73f6404b3b6de55a6e38316e97969e8b,1,域名知识产权少
306,0ecc1ae4710e868ea03ce88a83420085,2,域名知识产权中等
307,90d2843ff74355a170f0b7ab127fa01f,1,域名知识产权少
308,2dcbf5ab19443721869d5298d5d79ebd,1,域名知识产权少
309,0caedf5b20c762d3a23b63aadb9de740,1,域名知识产权少
310,28abe1ab5a965edd7b9f86790201671b,1,域名知识产权少
311,73d01a1f787021c3a2a8be925a45527b,4,域名知识产权多
312,a9486e2bfbf52a2dd63a8f2083ba928b,2,域名知识产权中等
313,ef1decd56a741bd95e3dbb3a821a98ce,2,域名知识产权中等
314,dcc5af741843d5b0ad2ac3dfbfa6f5d3,1,域名知识产权少
315,856547c8bcdb9e69a464f4ec1082305d,1,域名知识产权少
316,4ef526272553c521d184c5ae75046e5e,2,域名知识产权中等
317,dc20f344ec3d1abd06c42fab7508bcb4,1,域名知识产权少
318,ed696171b77e0609a44c19a6f205106f,2,域名知识产权中等
319,386ab3d93fbdb48d4067b1fb38f9e39a,3,域名知识产权中等
320,c1985f604ae9578d1f3637e6e163f152,2,域名知识产权中等
321,6961eabf495de69d491c43d2be8dfc12,1,域名知识产权少
322,34d25f878a779e2ed0dacb2f9a08942a,4,域名知识产权多
323,a3976f1e256ce410ec385849b6b16367,3,域名知识产权中等
324,33e55f751ee8d43f30b8664c2189237a,1,域名知识产权少
325,ed7b585d391c4259adbc1899d787381e,1,域名知识产权少
326,77804334a18481445ac00dbdfec5c8a7,1,域名知识产权少
327,b6a870911c1dd4ffe1d92acb1c735bb2,3,域名知识产权中等
328,b8f1fd18435a633a1d7d7e1082760aae,2,域名知识产权中等
329,da99d8586fdee7c4e555a8cacd7d3487,2,域名知识产权中等
330,944f599d2de70ed3f2f8c862ce52cd26,5,域名知识产权多
331,d75056bcec1681febfb075387616dce5,1,域名知识产权少
332,86a4da421211b83c703055833d158e04,1,域名知识产权少
333,5cf45c0ea25ea441428a907d928de09c,1,域名知识产权少
334,acd8b6b143d0610e046e866e7dbf0e14,4,域名知识产权多
335,dba02058eb8d145591f3b6b0a8b38d8f,3,域名知识产权中等
336,12d5f040fd295b8717438c107b41161a,4,域名知识产权多
337,32637dee2fbabac12e57db3e45edb3cd,3,域名知识产权中等
338,aaa4f8d50b77a450f1d39365dc49bf1d,3,域名知识产权中等
339,bd825a977dae272839a9506f405529c6,1,域名知识产权少
340,3b0d43d507438775184d9d48a73de523,1,域名知识产权少
341,dacdf9715846149215f2f49e686ca4c2,1,域名知识产权少
342,418aead60b204edef84c7ebd442bba94,2,域名知识产权中等
343,acac8b022d0e4827c0a4f359c19d6917,1,域名知识产权少
344,0b277661bc40191c64010918980b6b9d,3,域名知识产权中等
345,e8ff33787beea215369ca61b56d76067,1,域名知识产权少
346,2fd9db16a02482abdaa81ac1520f21aa,1,域名知识产权少
347,2fd7687ff9ebade4bf14bc0e1f6b98aa,1,域名知识产权少
348,69dfbc2541fee00bc25afb5e8c14d293,1,域名知识产权少
349,6041bf42e41f0a09cd0ff4a78adfc4cc,1,域名知识产权少
350,da2497670c131c675b17034578a09448,2,域名知识产权中等
351,c8223280305d8122fee228aca3d198ed,3,域名知识产权中等
352,97b4b0ae38589592ae2c177d024924bd,1,域名知识产权少
353,bee470e17862bcd3bbc3ff06891066a5,1,域名知识产权少
354,6349675eeb684433f795bb8505458618,1,域名知识产权少
355,e8357e982675a6a68e75c45be4feb06b,3,域名知识产权中等
356,8fc26a619c5de1d764ff0ef5e67060a5,1,域名知识产权少
357,d45c60ef17290237642d3dedfc5dd229,1,域名知识产权少
358,1f3edab17f84c4d51c4257399b9e5ad5,1,域名知识产权少
359,1d0aa089ac1a7b96518eaf619ab9d66b,1,域名知识产权少
360,1c0b62437fab875138624b2ec3ff625b,1,域名知识产权少
361,848676f18083ecdbc93ce54729d5d810,1,域名知识产权少
362,3c38dc821291f8a7771b4bd47e7b4130,2,域名知识产权中等
363,5a27791b1bd2c2a17d359cc967ce923c,1,域名知识产权少
364,21805f76223e0114054a53129a58fd93,1,域名知识产权少
365,fc53e57e674ccd3ff438d23292308270,1,域名知识产权少
366,675e89134c3e9ff8f1d914247b74bbe5,1,域名知识产权少
367,48ec9fb22aa3bd7b256c0d0c4477cd05,1,域名知识产权少
368,617d3cf44fb6f910c1812ac81cbaa7bb,1,域名知识产权少
369,5f679bdaacde728baafe7d16fc5c9faf,2,域名知识产权中等
370,49128112fe381efe9b98de1782e481cb,1,域名知识产权少
371,1deefa27560081121a534163d3ee55f1,4,域名知识产权多
372,d679f21b1fd1db551f89c9b99db53aab,1,域名知识产权少
373,7872dd77190e401342d9ef0dd2ace41c,1,域名知识产权少
374,a8219efbef699304b25d16e59622614e,1,域名知识产权少
375,de00fff8d3efa5c69f57f9998eebdf58,2,域名知识产权中等
376,c244cb00231c69b1b68bcd94e93cd1bc,1,域名知识产权少
377,4b45015ad85ba8bfd73785a1cfcffa01,5,域名知识产权多
378,04136039c5d6f7bc31e96b3a8c720382,1,域名知识产权少
379,05bca086879afc0dbbe8bc9e8000ed4a,1,域名知识产权少
380,fbe0aaf845c5ad4c6282cb46574d7f3f,3,域名知识产权中等
381,9fb27b2f409437a00035da75999e1d40,1,域名知识产权少
382,ad0638f2c209430a2983a24abf039cbd,2,域名知识产权中等
383,ba25b0f71740e4eb7fc68cb54fc57112,3,域名知识产权中等
384,aeec6ecf90b5b4e78f4343b39827183c,4,域名知识产权多
385,8c76eda241d19f1f0e2643526390f3d1,1,域名知识产权少
386,73765647829dde52844dd7a15be097cb,1,域名知识产权少
387,4c1ccf03b37f0be1574df46c065b5c4c,1,域名知识产权少
388,b3c0b670265ad4a6b6dc2164031c4f29,1,域名知识产权少
389,6ad842dec6d6d8963a118cc5991505d2,1,域名知识产权少
390,d882822c29803de87ba292095b5dd1f1,1,域名知识产权少
391,65c0fa98ccd517ec084f893e66ad6812,2,域名知识产权中等
392,eac56300e41745296be4af66e380522b,1,域名知识产权少
393,ea5691a2d60aab96db6cbe6cbf7235fd,3,域名知识产权中等
394,7d6c3257a0fa4da9ca1675d76c01ea8b,2,域名知识产权中等
395,13a9bb0ead00d3543256bfa687f4d6a2,1,域名知识产权少
396,befe2b264ec98cb25434a9baa0cb7b68,1,域名知识产权少
397,8fce11f978f55b1f3e2d1157b4db846b,1,域名知识产权少
398,cee7a18f4221fe3b176f3e5ebdbfa534,2,域名知识产权中等
399,e51d59e2528026acdae6cc84f9657fb2,1,域名知识产权少
400,a7ba4fbb1f4326540960a1fcfeb79676,5,域名知识产权多
401,c3b4a4265c53c619776ed577b22a5603,2,域名知识产权中等
402,5f5aa66b5cb0470d8157d5daf3cb1248,1,域名知识产权少
403,4d7e371807f5ace0ffc24a4a59b140e9,2,域名知识产权中等
404,11a8ef3b48e82875507dc54cb14aaf36,2,域名知识产权中等
405,76a9c0e4330346274fae2a4397514e91,1,域名知识产权少
406,deab438be94efb7f05781d588c86e515,3,域名知识产权中等
