,entname,credit_grade,credit_gradelabel
119,9b2d4ece7cea03f531326989520b74fe,5,信用评级高
120,0068efcf36c1ff40d00570f28cdaa907,5,信用评级高
121,3cdec4af380b2eb7757b5f555bc06a20,5,信用评级高
122,2527fa7c6515c8a71b955b06a0da89a6,5,信用评级高
123,8ab3e87b008144559a2e8fd54680d108,5,信用评级高
124,3c0ade70db376c3e602e3ca7e1a2edf0,5,信用评级高
125,f0e53d349fce74fbbdb2ac3bdcc4c37b,5,信用评级高
126,83dfd35d33f0ef3c613f97d2b3a497b8,5,信用评级高
127,2adb8d1babaeee1df126c6c3481056c6,5,信用评级高
128,debcd9fa5067ab04d9d6631422aa4b88,5,信用评级高
129,f12290fec496bd78343f6f2ba939c280,5,信用评级高
130,092d68afb003c96e99be9ecee42de77a,5,信用评级高
131,6b3f8a2ee47133267c7f537bd2072f1d,5,信用评级高
132,3c7d7f84d4e43c82bdff85256c3eeddd,5,信用评级高
133,4a8fea99e21e2df5fd5629bc070b9307,6,信用评级高
134,bb96fb89e9ea7a316f96ad7953785db7,5,信用评级高
135,672f28e74507d427810e4dfb7767b61a,5,信用评级高
136,97f9b0e36ae946ce0792320e00382156,5,信用评级高
137,708c32179df898968fbb23d96d6bd300,5,信用评级高
138,5e5a8855e6eec756c8eed830cc3a153c,5,信用评级高
139,74d16ecac683b620ed262daba87e535c,5,信用评级高
140,96e73449131ff01d084dc9d0be03e9b3,5,信用评级高
141,e136c1defa5faf276650630668f0405f,6,信用评级高
142,68e88a8dbf553345bb0fa6d35ee6e2e6,5,信用评级高
143,eeeb21af34b21d7007c4b72b57efa357,5,信用评级高
144,1dff3801cc0fedf9ae685ffb2431e6e6,5,信用评级高
145,02cf91113954a9ca33cd75c9f644e4b0,5,信用评级高
146,4751210ebf1be80a51242cb2470b4b87,5,信用评级高
147,618dc4ee76d95f5709060b213e993994,5,信用评级高
148,f40f48da312562e9f0e3dc73d19a663e,5,信用评级高
149,0edcb9b7e0fe18e8c5890fb7561f17d8,5,信用评级高
150,9b1c259055f08ad4c008e2611a7c4f37,5,信用评级高
151,5c8d852aeceac35729d4273cdc427539,5,信用评级高
152,ca73a7aa6256bad1540690e637754f00,5,信用评级高
153,15f871c3bd27b7021c7d2349dd493801,5,信用评级高
154,62851408cb4a6e10141a35b8a03d1435,5,信用评级高
155,a9310122839361ccede5706bb176e1bb,5,信用评级高
156,ae539e740daa92ad48804db7928fbb00,5,信用评级高
157,5ef2edb7382287b82a39b85151a17a7c,5,信用评级高
158,df59d096a65dc27507395077bc2ff676,5,信用评级高
159,4f2e3c735d5de2efbecb098099b882c1,6,信用评级高
160,c99ccf7aaf4423655925c6ed554a8e04,5,信用评级高
161,835350405989f5c14ca59dc5ebbce723,5,信用评级高
162,80a595ee164fe0e3479e08f988f275dd,5,信用评级高
163,cd4604afe75f11c623385137a75524b0,5,信用评级高
164,f14c8892efa039f36781b3595588db31,5,信用评级高
165,e63341ac6cca62ae480dee9f6ab8ff83,5,信用评级高
166,b031da7ef4cf455f57f8eca878e25440,5,信用评级高
167,2ae9f582bf48ca1662c47b1b742bf31f,5,信用评级高
168,f16a616704a3b5a4669d98068dfdd1a9,5,信用评级高
169,195f2ace35568667ed09aaf5aa7f4852,5,信用评级高
170,8099c15e39fc47ebb7f01a2ceed15c97,5,信用评级高
171,47920ff50b0bd5691150453a9f9dd09c,5,信用评级高
172,1871386cdb778d2f8e2803a19892cc31,5,信用评级高
173,bbe157a425f2209f8e2423c57cc68c9e,5,信用评级高
174,fa616d2cc74be0710a6801f7623fe930,5,信用评级高
175,4f1e9de4dde773688a5b61534be9db7d,5,信用评级高
176,7f54ceb8cfcbcf5a4b5e07af9dc264a5,5,信用评级高
177,96afc7490052e907ba61fd25b2ab2ca5,5,信用评级高
178,8a61d2abcb5b315c791535e582ef152e,5,信用评级高
179,1b6b00b52d35ba9366b6b1fa16d12fd5,5,信用评级高
180,6a7f23fa2e3fe4817db27f1f5b8051e1,5,信用评级高
181,c6ecc0191a20b60988fd4a2d620a9f74,5,信用评级高
182,30d678c6554a2c082292e7382fa0dde2,5,信用评级高
183,725fe9fb4e7cd584b3c366473399a48e,5,信用评级高
184,5084e6af17e2d7a18a83dc80dc4126b5,5,信用评级高
185,5d6666e823a129a87cf5202ea868d0fb,5,信用评级高
186,45b51893c905e6f161ab78e529c32ab9,5,信用评级高
187,0d6edfc994765dec8ae8ff7a5f463d3c,5,信用评级高
188,5d125bf0cd426e0b33acc4d7b74a9671,5,信用评级高
189,c4d534743134e6bac1b09cf9f3516042,6,信用评级高
190,47c1f49773ff852e9a906dc19c263758,5,信用评级高
191,1a5f2742d023252ab462e9375c3262e1,5,信用评级高
192,14fb5d233521964a038d1615e40843db,5,信用评级高
193,401896cb05595941dc274699e529ca32,5,信用评级高
194,80ec171606230dbfb02df4e2c3fe7e65,5,信用评级高
195,c1065642ea8afe22d2653437bf3c2f5c,5,信用评级高
196,e2062d2d4110b41c32b356cdcfd69424,5,信用评级高
197,13323880dc05e32d73143be1d454f33e,5,信用评级高
198,746e09f230c03fd6a49277863c0e9122,5,信用评级高
199,453282f800b7ca6523cf89fd93bdd193,5,信用评级高
200,a4ba61b7f4afa24166dda605c0b58bee,5,信用评级高
201,fa8d19485ac91f38a076cf12b8c8c56d,5,信用评级高
202,b919375558b93bfd5a6791806a07253e,5,信用评级高
203,cce59e33bc96f60348951b710a52cf0d,5,信用评级高
204,d41c7bbfedf6da41b8eca6139a85ebaf,6,信用评级高
205,047f4c5cc3993ec0d31257952be6843c,5,信用评级高
206,4f44fa029aa300007392c96ca41e1967,5,信用评级高
207,c139fd7b9ae25c843ea7364eb79e9359,6,信用评级高
208,9f060ae83fca6fb015dbee7f4d565c3c,5,信用评级高
209,5b1d98f40e1ece5c28a51f5d2ce339c2,5,信用评级高
210,98412aa024e28e82b2464ecbad9945c0,5,信用评级高
211,f2069684c8233e3b086264c5943caee8,5,信用评级高
212,db05d3b6f7e8f6ca3ac99421dce3f6ea,5,信用评级高
213,6d70f138aea4cb1e5bb21b7823a1b86b,5,信用评级高
214,385854c3ed69eb343fa5c04ea01b8f54,5,信用评级高
215,a1a72c17171a7e57250eb59c8ac0bf7e,5,信用评级高
216,1a56c8e746b8d2541f75d50db993e71f,5,信用评级高
217,b1646597a8ddcf0993a6b0498beeceae,5,信用评级高
218,0144eae9d9ae72b5e57dc03e7ae67936,5,信用评级高
219,a2641be255bb65bcd3270f75b9360611,5,信用评级高
220,2bca1d5e8fa7e9a7b206f46a99607a21,5,信用评级高
221,b1937bbaa4e58ad534c9a948ab568767,5,信用评级高
222,aca57a29ce879b7dd43aba248f956640,5,信用评级高
223,699b6e068f384597562fd72c99f92e39,5,信用评级高
224,bffdb1931a6ff125dced72786605426e,5,信用评级高
225,fb328894ab19dbd5c05c92a2de366f44,5,信用评级高
226,4994aba59b81a35aaad159cbbdf7f324,5,信用评级高
227,8508b436353e1645c56510f52432adc2,5,信用评级高
228,3ecfe985ec37d8a4a498f710f3b6620e,5,信用评级高
229,cfb4e9bb85a4f88dd27614afa846678b,5,信用评级高
230,7c9228e582b3763a9df12977af4005ef,5,信用评级高
231,b973a75bd7adce7ad3ada0c0b0acb754,5,信用评级高
232,a26d36c47614e724d86306fdd93141d5,5,信用评级高
233,8a06a7862a836fed851d3e7f86a51d9f,5,信用评级高
234,8f08f88bcb3814c967337d39bfcf29a6,5,信用评级高
235,0a0408a83f56692ca7b99d0fa1c8f4ba,5,信用评级高
236,cf8556845f53e872f2b8321efae830a2,5,信用评级高
237,bdf06d4d9da5ef30a1d3c8ece2b22052,5,信用评级高
238,ecde9163eca8f715070e6494f001704e,5,信用评级高
239,31d33e886b94fed20876332c8a17e994,5,信用评级高
240,20cb55992569097fc34491500d525bb5,5,信用评级高
241,748489dd609755a2e5614e0fa7c2fd4b,5,信用评级高
242,e727f62705dd30ca144ff4b9954e821d,5,信用评级高
243,81f983dee8e031a52d8a047f7343cb47,5,信用评级高
244,cb72bd795508a084cb998229b3b6404f,5,信用评级高
245,7b0a319c35e407b4303ed11ce5d234bc,5,信用评级高
246,849050728cdbb600af3b2775e99a22c4,5,信用评级高
247,387701fcddf75df566831a4177d51cba,5,信用评级高
248,0acb6feb5c3c51dee9b1e5e135f935c8,5,信用评级高
249,0e1eb5dec2581b06aab95a6cb274e928,5,信用评级高
250,a2400f973c607d39915f7f17938e5a54,5,信用评级高
251,dff5c80ed70341a71b205aee0c959810,5,信用评级高
252,9c66c8eb2d1d0586d62d04f91e0d0875,5,信用评级高
253,182039dd40ca4119c39eacd2d65c51fd,5,信用评级高
254,92157060ba105f5d863f6f745ad68482,5,信用评级高
255,7e0039b987c1958df060ec5a73ac92e8,5,信用评级高
256,1127db7f33f0937c87d56fc207bb69e7,5,信用评级高
257,270aa4a3e583ad6aa47ed0d5af6f3b8e,5,信用评级高
258,645ea3a969591f33f2d5687f1ab878ed,5,信用评级高
259,f2975187e545e45f7b03af1a497c271a,5,信用评级高
260,fe779180bd04df403c79ca36c51da46d,5,信用评级高
261,a9bc7419f7691285a86a98f846dd601a,5,信用评级高
262,1cf7a014b33cfbd5c05d6d97c48a1744,5,信用评级高
263,89bee5f88cbe1248e268516b8ee3e811,5,信用评级高
264,6c18b13069b06f408191b7e20561fd06,5,信用评级高
265,16b42c765b8b5801506a75d2f617efa9,5,信用评级高
266,950710e142a116ea5cd3f71be2db882d,5,信用评级高
267,a16c7cf8a822c39b8dcf4f00ce6ca6a3,5,信用评级高
268,1050468993ceeeb629cfb12db7a1ef31,5,信用评级高
269,98cba905c837497969362de4b0d3f885,5,信用评级高
270,3e045dcf55beb4a822edeb7427cecad3,5,信用评级高
271,89cc43ba2cf024cd5427426dcea57dc4,5,信用评级高
272,ad9445f984366464b131c05121661280,5,信用评级高
273,dfa90dfc0191ba8e9da9c2a2a4daccf2,5,信用评级高
274,0723e23295899533037e020d713d3b0d,5,信用评级高
275,9eebc506ba8cc0e896d45078b2b5eea3,5,信用评级高
276,10af7c881a87dcb7e6159f4912b61c1e,5,信用评级高
277,3fef994a97b13e586342624ef181bb53,5,信用评级高
278,a0593f06a6f6087563d7c0600d468f43,5,信用评级高
279,1b07029408113280ea21d862c3560c06,5,信用评级高
280,a3ad842b943a5cb7dda115f4ae022012,5,信用评级高
281,985ec82653d583aa81b4a39d1b45b371,5,信用评级高
282,940c8f3ddf2db1ef8f8b686b5ca6590b,5,信用评级高
283,cedca8d53d36c549245d5c5da3d23625,5,信用评级高
284,f4a590805fdebcaf5e057ead95f55bee,5,信用评级高
285,40bc5b007abfe757916d64cd62524af4,5,信用评级高
286,d34314499899018aef554941aa4d174d,5,信用评级高
287,0561e89ebb7f9d6263aa5f7c6f17609a,5,信用评级高
288,695d814b09f4349d83682bbaca098700,5,信用评级高
289,bf69bbf71bceac310aee2d484e159ee4,5,信用评级高
290,6a3010586b21bbbe7bc8b607ea72b187,5,信用评级高
291,90cadb17f9a1d193278b6968d3aa6731,5,信用评级高
292,f2478747c2aefeab370ddf12b3428c06,5,信用评级高
293,79dc8eac97b38131c13178ecb451214a,5,信用评级高
294,8094d67022048ba8870d1c59f7976b56,5,信用评级高
295,771fb5bbc68f5f902f815a10daa9192c,5,信用评级高
296,da9dce44fff71ed5a1a3d62992cb1f0a,3,信用评级低
297,0b3b6d586081681186cfadfb936d41b9,3,信用评级低
298,6f1898eef543b74cfeef608be0fea731,5,信用评级高
299,6fbc6a605ab02816e19da47869cc9a9b,5,信用评级高
300,0c5ee9311c61656c26856ba5136d11d1,5,信用评级高
301,05aa7c18e193d7183012b9277e02654d,5,信用评级高
302,a18b48eb9de0321372f954f83cf38a75,6,信用评级高
303,cda299e07411c869e4d68f58901ad5ea,5,信用评级高
304,58acc44700cbdcc35984af1a3635edfc,5,信用评级高
305,a071d83323c1c624f12fa68ee82a41e2,5,信用评级高
306,d628227ba51cf42fe054a3edc54eb7be,5,信用评级高
307,8f2ef93a55b1c8ecf4af5591aae009c2,5,信用评级高
308,da184c5b0a8a32d7f195fd60a0bf5582,5,信用评级高
309,4502d78fcbcd74860a972e69f2fca5b2,5,信用评级高
310,558a976d45082e37e6fbdeef85a4843e,5,信用评级高
311,4bc9fdc65fa4376d35b2d0b2b979b244,5,信用评级高
312,e8bb0b099d971635eaccbb7f96a70c45,5,信用评级高
313,cb3fd2ce65699d1dfdb0b9ffc9370288,5,信用评级高
314,9216efdecb1067047d555cfb7642186f,5,信用评级高
315,13300b9990fa16a7ccddb5150f0fe46c,5,信用评级高
316,4b160b546a9a92edf4a96abcc7f4273e,5,信用评级高
317,96303788adef573413d7961fc87dba99,5,信用评级高
318,5372bb5460be9bd9d1723c0cbe4b0a06,5,信用评级高
319,389287d2bf8e6c7453d033d11ef512b2,5,信用评级高
320,caad64f1589ab751d206f91c9c96af01,5,信用评级高
321,8d7470d52dd6adc167830ba2bd87bd77,5,信用评级高
322,c95084250a12bb36078aa7ed346ab639,5,信用评级高
323,8567a39c55f608af96de134b9763ba56,5,信用评级高
324,9e7ed9d938d262121610082297d1a8d7,5,信用评级高
325,21e3b446bf0ff52e435b3cfc78b4bfac,5,信用评级高
326,47af3bd01b0433a47bc21f7c08b8214b,5,信用评级高
327,4c0956e1794d4d548a41d31864a85a64,5,信用评级高
328,9050e5199e6310edf79d34203f5a9cc0,5,信用评级高
329,1bd4f5801916053b523cacbb543b4c6c,5,信用评级高
330,a18fa1d3a337f266b84ff0b8ef0aa0fe,5,信用评级高
331,39f9122c9608fb06f00a96c48c229c6b,5,信用评级高
332,d68ae7e6e82801bd573053dc25349de5,5,信用评级高
333,5d34e5c5252da65abac4c8e17c70f63e,5,信用评级高
334,d6c532b00b64f8b00aed05df0c0b04f7,5,信用评级高
335,9e1c798d8a0b533a61dc72b3ef095df9,5,信用评级高
336,1c5cf1516e8652611513979abede3dde,5,信用评级高
337,9a8cc636d76535ce876fd069f7c70516,5,信用评级高
338,350a5d27ca561fa776b6dbe2cc5f305f,5,信用评级高
339,840a13d187d489ddac3b75ef4012fc15,5,信用评级高
340,6c206e5b872cedbff6fb8390c5166879,5,信用评级高
341,7574923ae5e7eb2a97415331e3568177,5,信用评级高
342,27ffeb13a9836e819fd81dc0d4a35afe,5,信用评级高
343,12787eb57df3817c537cb609588a3704,5,信用评级高
344,6570347c57c687d94e9380821547c212,5,信用评级高
345,2363a3f3d514c7e08d43fd96f13a5a96,5,信用评级高
346,29dfa6fed7e17eaac42127d56aef54f9,5,信用评级高
347,c2090ddaa63cfb05aa7f6d1badd4853e,5,信用评级高
348,5ff03874ba62445f9a37e2469505ea07,5,信用评级高
349,bb7274d58a3f8435f77bcbcba8b09202,5,信用评级高
350,98e75d1e7b4d0f4f9e145bcc7b367458,5,信用评级高
351,723dbfeb267baf0b8726f05a90f360dc,5,信用评级高
352,9e3531de27326e8a4b8a444e9d09b240,5,信用评级高
353,ea13ce9a0daaaada231d79ac9bb42f80,5,信用评级高
354,ba6bb23a637b4cbd768d8498c6a4f649,5,信用评级高
355,326c9d8b29126210bc10c550d307fbe2,5,信用评级高
356,95c8c0d712a45a5788a7b7fa9c733e4b,5,信用评级高
357,d1695488c4f22133ae0f3b39b1c7f557,5,信用评级高
358,10267430c2d55723efeca6fb388e233e,5,信用评级高
359,6ffc079f0dae279ee22f735c4e615533,5,信用评级高
360,57d5c51e8748f57d2e91ea546aebb303,5,信用评级高
361,ff5b679c9ffcc4fc3d319c0449c72ac5,5,信用评级高
362,f7cc98ab0d6cd9e506a86d8585ff2397,5,信用评级高
363,47db8cacf6984e48dec0313cfdd5144f,5,信用评级高
364,6486cf1e7622dc617f691b11e7670758,5,信用评级高
365,795d4705c327213f48a4a9b57ead1773,5,信用评级高
366,fb87bb8bd52c2ea81c43ec0a4eeb473c,5,信用评级高
367,3e577c16f18f1607cff59d4e380ef94f,5,信用评级高
368,d9391cfb9cc4e363673ed89efbaf4c80,5,信用评级高
369,d377019a49422cb51035145ea055e5d6,5,信用评级高
370,f084ec1fb63ea7e196f89fb5e1e7a47f,5,信用评级高
371,e227720ddfbf9833a62ec1f73a938a44,5,信用评级高
372,a64cce66230e9ba9c620e2576065f65d,5,信用评级高
373,acc44e5b5cab39d1387d1c8b94b1d321,5,信用评级高
374,68b8efefaa4f9658875c48cdb814717d,5,信用评级高
375,921db09a6a2d6d9bceb612a6bb3b6b9f,5,信用评级高
376,db8a2dcc9ce95ec806ff8cb490dd6384,5,信用评级高
377,664f8b4a6cf8a3f8f349e5fe314f6347,5,信用评级高
378,acc74a892060bd63d32263ce08746c7a,5,信用评级高
379,4594166330f30068780ffb962f1b26e1,5,信用评级高
380,5afccfd9a7b400fd26a37c6d43a8f306,5,信用评级高
381,a4455f2a47be9b9f315b29df5e54087a,5,信用评级高
382,470be18ab91a8b64651617f9c211077c,5,信用评级高
383,a47f2843a1075f232594aa377d19ff0b,5,信用评级高
384,7e6dadf3525ebb8193dbce5811be9465,5,信用评级高
385,4e56c7febc6d6bfe63f8aa547f1d1de8,5,信用评级高
386,10f7edbad03276d4aee7af9650ea4058,5,信用评级高
387,8effa3e4ff2dcebda5a7368a0a4012b9,5,信用评级高
388,34678240d0ab2e4be951ed0cedde0a66,5,信用评级高
389,1446a4ea1c62f4fa4d8cfed7695568b6,5,信用评级高
390,819f8c7fc3a05050cf90942d74042d5e,5,信用评级高
391,6259d33f296b18243d3a008229caf956,5,信用评级高
392,b6615a06d80628f6613d851bc7e2af9d,5,信用评级高
393,15f361185b1e2c164a2537c6888f25a5,5,信用评级高
394,f50e4b6142a5cd9e4e5215ab3692cb9b,5,信用评级高
395,4a3c111c156bd0119e2aeeadbf33e1ef,5,信用评级高
396,ac69d9b6702d5144ac4dc7de183a83f1,5,信用评级高
397,638f5caac250aaa97eec3fb8d514d26f,5,信用评级高
398,277b6a9f61e5bc93feea1f4f6236ad23,5,信用评级高
399,2bce1ff612c8f5c85bb3e19dbf2e605b,5,信用评级高
400,1ec71540841fa15882e401656477719f,5,信用评级高
401,34be1a2be6ede768ae671139394e07f9,5,信用评级高
402,4046452a24a78399669c1410dca73a2a,5,信用评级高
403,623f7ecce8ad3f7786e5da5d463cef92,5,信用评级高
404,e96edffe60ef978d1f585a34264906a6,5,信用评级高
405,cdf39161d232fee246305a4d3deda015,5,信用评级高
406,d8294b6d211852a0e1966ed4772e06c8,5,信用评级高
407,3fb9605bf99e3f537f4b43925e6b2c3c,5,信用评级高
408,b943442507f1d2c3081d689b26446785,5,信用评级高
409,70a8b764b56ea31fe41d3b55a42ee588,5,信用评级高
410,0fc64948900bc2238d484a4534f94ec6,5,信用评级高
411,d1d9e1ecf8db4629f61aafe23640a2d8,5,信用评级高
412,ff3b80ca18dc869d63284d647ed31d40,5,信用评级高
413,350c20da1fe7fac791f9f10e070225d0,5,信用评级高
414,24f6db549ff8b2ee7b638b88161c01ed,5,信用评级高
415,b8815641d2980171f4098c97d20a1744,5,信用评级高
416,baef5a83ed1126faf9845c024a526761,5,信用评级高
417,3582dea0d584137752ea7c9673fdd970,5,信用评级高
418,e6324c82d33ee69a202cfde71fa76e3e,5,信用评级高
419,065a44d893889f7bc6134bdfc3a3f288,5,信用评级高
420,38b3f46f7fde34094408bcedf02a4479,5,信用评级高
421,1d58f022dd3da9a0c81708bce5377a64,5,信用评级高
422,0537c2599545345724c0f5f18e7cc0e8,5,信用评级高
423,e3c916a1d5db862c9f5a82e115416b46,5,信用评级高
424,67bec1c9ca844b0129206654a67807b9,5,信用评级高
425,978a51ac7147b5c807e0711b02ccb3a7,5,信用评级高
426,559a062cb0fb46a9520eca599dc2074f,5,信用评级高
427,6958b5d5ac4d489a7ed79ecd3b4ed892,5,信用评级高
428,7ca5e435626877aacafa7a0d30030b19,5,信用评级高
429,624ad96d8978fd3a8d6fa4458abeee76,5,信用评级高
430,6aaa63aa3753a3ea3b1449b928b5e97c,5,信用评级高
431,003b0acb3240a8002bf38edadfaa5c10,5,信用评级高
432,96c182610880fe9d375beb0162724ea3,5,信用评级高
433,1f4d08773dea6e864d86744c58c506a8,5,信用评级高
434,7eb5fdc7b9c4ef45b9f11c5b38e455b5,5,信用评级高
435,5318d0b33c091b759128f242ef61ea58,5,信用评级高
